,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
47,1287,604,0,,3,1Fam,TA,Mn,687.0,46.0,ALQ,LwQ,0.0,1.0,Gd,491.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,TA,1,PConc,3,Typ,678.0,2.0,TA,RFn,TA,Attchd,1978.0,1891,0,GasA,TA,1.5Fin,1508,1,TA,Lvl,Gtl,18837,Inside,,IR1,0,50,RL,0.0,None,,0,4,NWAmes,69,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,1224.0,AllPub,0,1978,1978,2010
48,930,715,0,,4,1Fam,TA,No,329.0,0.0,ALQ,Unf,0.0,0.0,TA,386.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,GdWo,,0,CBlock,1,Typ,441.0,2.0,TA,RFn,TA,Attchd,1971.0,1645,2,GasA,TA,2Story,1509,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,0,60,RL,0.0,None,,0,6,NWAmes,78,6,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,715.0,AllPub,0,1971,1971,2010
49,1232,0,0,,3,1Fam,TA,No,698.0,0.0,Rec,Unf,1.0,0.0,TA,534.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,490.0,2.0,TA,RFn,TA,Attchd,1966.0,1232,1,GasA,TA,1Story,1510,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,172.0,BrkFace,,0,4,NAmes,224,5,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,6,1232.0,AllPub,0,1966,1966,2010
50,1209,0,0,,3,1Fam,TA,No,1059.0,0.0,BLQ,Unf,1.0,0.0,Gd,150.0,Y,Norm,Norm,SBrkr,120,TA,TA,HdBoard,HdBoard,,,0,PConc,1,Typ,504.0,2.0,TA,RFn,TA,Attchd,1966.0,1209,0,GasA,Gd,1Story,1511,1,TA,Lvl,Gtl,9900,Corner,90.0,Reg,0,20,RL,0.0,None,,0,4,NAmes,0,5,5,Y,0,,CompShg,Hip,Normal,,ConLD,0,Pave,6,1209.0,AllPub,0,1966,1966,2010
51,1510,0,0,,3,1Fam,TA,No,1010.0,0.0,BLQ,Unf,1.0,0.0,TA,500.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Plywood,GdPrv,,0,CBlock,2,Typ,517.0,2.0,TA,RFn,TA,Attchd,1967.0,1510,0,GasA,Ex,1Story,1512,1,Gd,Lvl,Gtl,9680,Inside,88.0,Reg,0,20,RL,268.0,BrkFace,,0,4,NAmes,40,6,5,Y,0,,CompShg,Gable,Normal,,WD,204,Pave,6,1510.0,AllPub,0,1967,1967,2010
52,1131,644,0,Pave,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,533.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,2,Typ,480.0,2.0,TA,Unf,TA,Attchd,1964.0,1775,0,GasA,TA,SLvl,1513,1,TA,Lvl,Gtl,10600,Inside,,IR1,0,80,RL,0.0,None,,0,5,NAmes,172,5,6,Y,0,,CompShg,Gable,Family,,COD,0,Pave,8,533.0,AllPub,0,1964,1964,2010
53,1728,0,0,,6,Duplex,TA,No,1500.0,0.0,BLQ,Unf,2.0,0.0,TA,228.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,2,Typ,0.0,0.0,,,,,,1728,0,GasA,TA,1Story,1514,2,TA,Lvl,Gtl,13260,Inside,98.0,IR1,0,90,RL,144.0,BrkFace,,0,1,NAmes,0,6,5,Y,0,,CompShg,Hip,Abnorml,,Oth,0,Pave,10,1728.0,AllPub,0,1962,2001,2010
54,1929,532,0,,3,1Fam,TA,No,670.0,0.0,LwQ,Unf,0.0,0.0,TA,470.0,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,GdWo,Gd,2,CBlock,2,Min2,400.0,2.0,TA,Unf,TA,Detchd,1994.0,2461,0,GasA,Gd,1.5Fin,1515,1,TA,Lvl,Gtl,9724,Inside,68.0,Reg,0,50,RL,265.0,BrkFace,,0,3,NAmes,0,7,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,1140.0,AllPub,0,1952,2002,2010
55,1019,537,0,,3,1Fam,TA,No,300.0,0.0,Rec,Unf,0.0,0.0,TA,482.0,Y,Artery,Norm,SBrkr,150,Gd,TA,MetalSd,MetalSd,,Gd,1,CBlock,2,Typ,470.0,2.0,TA,Unf,TA,Attchd,1949.0,1556,0,GasA,TA,1.5Fin,1516,1,TA,Lvl,Gtl,17360,Corner,120.0,Reg,0,50,RL,340.0,Stone,,0,1,NAmes,0,6,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,782.0,AllPub,0,1949,1950,2010
56,1128,0,0,,2,1Fam,TA,Gd,944.0,0.0,GLQ,Unf,1.0,0.0,TA,136.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,Gd,1,CBlock,1,Typ,315.0,1.0,TA,Unf,TA,Attchd,1966.0,1128,0,GasA,Gd,SFoyer,1517,1,Gd,Lvl,Gtl,11380,Inside,75.0,IR1,0,85,RL,216.0,BrkFace,Shed,1500,1,NAmes,0,8,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,1080.0,AllPub,238,1966,2008,2010
57,1604,0,0,,4,Duplex,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1604.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,2,Typ,576.0,2.0,TA,Unf,TA,Attchd,1958.0,1604,0,GasA,TA,1Story,1518,2,TA,Lvl,Gtl,8267,Corner,70.0,Reg,0,90,RL,0.0,None,,0,3,NAmes,0,5,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,8,1604.0,AllPub,42,1958,1958,2010
58,1480,0,0,,3,1Fam,TA,No,1188.0,0.0,GLQ,Unf,1.0,0.0,Gd,292.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,MnPrv,,0,PConc,2,Typ,620.0,2.0,TA,RFn,TA,Attchd,2003.0,1480,0,GasA,Ex,1Story,1519,1,Gd,Lvl,Gtl,8197,Inside,70.0,Reg,0,20,RL,506.0,BrkFace,Shed,300,2,NAmes,73,5,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,1480.0,AllPub,252,2003,2009,2010
59,1143,0,0,,3,1Fam,TA,No,856.0,162.0,BLQ,Rec,1.0,0.0,TA,125.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,GdPrv,,0,CBlock,1,Typ,308.0,1.0,TA,RFn,TA,Attchd,1959.0,1143,0,GasA,TA,1Story,1520,1,TA,Lvl,Gtl,8050,Inside,,IR1,0,20,RL,150.0,BrkFace,,0,5,NAmes,0,5,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,6,1143.0,AllPub,0,1959,1959,2010
60,1206,0,0,,3,1Fam,TA,No,936.0,0.0,Rec,Unf,0.0,0.0,TA,270.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,312.0,1.0,TA,RFn,TA,Attchd,1959.0,1206,0,GasA,Fa,1Story,1521,1,TA,Lvl,Gtl,10725,Inside,87.0,IR1,0,20,RL,91.0,BrkFace,,0,5,NAmes,21,5,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,6,1206.0,AllPub,0,1959,1959,2010
61,1580,0,0,,3,1Fam,TA,No,734.0,0.0,Rec,Unf,1.0,0.0,TA,510.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,Gd,2,CBlock,1,Typ,440.0,2.0,TA,Unf,TA,Attchd,1956.0,1580,1,GasA,Ex,1Story,1522,1,TA,Lvl,Gtl,10032,Inside,80.0,Reg,0,20,RL,432.0,Stone,,0,6,NAmes,28,5,6,Y,0,,CompShg,Gable,Normal,,WD,160,Pave,6,1244.0,AllPub,0,1959,1959,2010
62,832,505,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,832.0,Y,Norm,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,263.0,1.0,TA,Unf,TA,Attchd,1956.0,1337,0,GasA,TA,1.5Fin,1523,1,TA,Lvl,Gtl,8382,Inside,60.0,Reg,0,50,RL,0.0,None,,0,2,NAmes,0,5,4,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,832.0,AllPub,0,1956,1956,2010
63,1064,0,0,,2,1Fam,TA,No,339.0,0.0,BLQ,Unf,0.0,1.0,TA,525.0,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,Wd Shng,,,0,CBlock,1,Typ,318.0,1.0,TA,Unf,TA,Detchd,1952.0,1064,0,GasA,TA,1Story,1524,1,Fa,Lvl,Gtl,10950,Inside,60.0,Reg,0,20,RL,0.0,None,,0,5,NAmes,0,7,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,4,864.0,AllPub,0,1952,1952,2010
64,972,0,0,,3,1Fam,TA,No,648.0,0.0,Rec,Unf,0.0,0.0,TA,324.0,Y,Norm,Norm,SBrkr,205,Gd,TA,MetalSd,MetalSd,GdWo,,0,CBlock,1,Typ,305.0,1.0,TA,Unf,TA,Attchd,1955.0,972,0,GasA,TA,1Story,1525,1,TA,Lvl,Gtl,10895,Corner,119.0,Reg,0,20,RL,0.0,None,,0,6,NAmes,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,972.0,AllPub,0,1955,1955,2010
65,988,0,0,,2,2fmCon,TA,Av,532.0,0.0,Rec,Unf,1.0,0.0,TA,456.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,264.0,1.0,TA,Unf,TA,Attchd,1958.0,988,0,GasA,TA,1Story,1526,1,TA,Lvl,Gtl,13587,Inside,70.0,Reg,0,190,RL,0.0,None,,0,4,NAmes,0,5,5,Y,0,,CompShg,Gable,Abnorml,,WD,0,Pave,5,988.0,AllPub,0,1958,1958,2010
66,985,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,1.0,TA,576.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,BrkTil,1,Typ,676.0,2.0,TA,Unf,TA,Detchd,1989.0,985,0,GasA,Gd,1Story,1527,1,TA,Lvl,Gtl,7898,Corner,65.0,Reg,0,30,RL,0.0,None,,0,4,NAmes,0,7,4,N,0,,CompShg,Gable,Normal,,WD,0,Pave,4,576.0,AllPub,0,1920,1994,2010
67,816,408,0,,3,1Fam,TA,No,481.0,174.0,ALQ,Rec,1.0,0.0,TA,161.0,Y,Artery,Norm,SBrkr,0,TA,TA,WdShing,Wd Shng,GdWo,,0,CBlock,1,Typ,280.0,1.0,TA,Unf,TA,Detchd,1950.0,1224,0,GasA,TA,1.5Fin,1528,1,TA,Lvl,Gtl,8064,Inside,60.0,Reg,0,50,RL,0.0,None,,0,5,NAmes,0,8,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,816.0,AllPub,414,1948,2004,2010
68,1175,0,0,,3,1Fam,TA,No,588.0,350.0,Rec,LwQ,0.0,0.0,TA,237.0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Wd Sdng,,,0,CBlock,1,Typ,484.0,2.0,TA,RFn,TA,Detchd,1960.0,1175,1,GasA,Ex,1Story,1529,1,TA,Lvl,Gtl,7635,Corner,81.0,IR1,0,20,RL,0.0,None,,0,6,NAmes,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1175.0,AllPub,0,1960,1960,2010
69,1395,0,0,,2,1Fam,TA,Gd,717.0,263.0,BLQ,LwQ,1.0,0.0,TA,415.0,Y,Norm,Norm,SBrkr,113,TA,TA,Wd Sdng,Wd Sdng,,TA,1,CBlock,1,Min1,440.0,2.0,TA,RFn,TA,Attchd,1963.0,1395,0,GasA,TA,1Story,1530,1,TA,Lvl,Mod,9760,Inside,80.0,Reg,0,20,RL,218.0,BrkFace,,0,5,NAmes,0,7,6,Y,0,,CompShg,Hip,Normal,,WD,240,Pave,7,1395.0,AllPub,657,1963,1984,2010
70,1157,687,0,,3,1Fam,TA,No,48.0,0.0,ALQ,Unf,1.0,0.0,TA,661.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,2,PConc,1,Min2,240.0,1.0,TA,Unf,TA,Basment,1900.0,1844,0,GasA,TA,1.5Fin,1531,1,TA,Lvl,Gtl,4800,Corner,60.0,Reg,0,50,RM,771.0,BrkFace,,0,1,OldTown,0,5,4,Y,0,,CompShg,Hip,Abnorml,,COD,0,Pave,9,709.0,AllPub,84,1900,1954,2010
71,936,0,0,Grvl,2,1Fam,TA,No,579.0,0.0,BLQ,Unf,1.0,0.0,TA,357.0,Y,Artery,Norm,SBrkr,135,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,PConc,1,Typ,0.0,0.0,,,,,,936,0,GasA,TA,1Story,1532,1,TA,Lvl,Gtl,4485,Inside,56.0,Reg,0,30,RM,0.0,None,,0,5,OldTown,0,7,5,P,0,,CompShg,Gable,Normal,,WD,0,Pave,5,936.0,AllPub,51,1920,1950,2010
72,1347,0,0,Grvl,3,1Fam,TA,Mn,274.0,1073.0,BLQ,Rec,1.0,1.0,TA,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,551.0,2.0,TA,Unf,TA,Detchd,1957.0,1347,0,GasA,Gd,1Story,1533,1,Gd,Bnk,Mod,5805,Inside,69.0,Reg,0,20,RM,0.0,None,,0,6,OldTown,0,7,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,6,1347.0,AllPub,0,1957,1957,2010
73,827,424,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,827.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,PConc,1,Typ,240.0,1.0,TA,Unf,Fa,Detchd,1938.0,1251,0,GasA,Gd,1.5Fin,1534,1,Fa,Lvl,Gtl,6900,Corner,50.0,Reg,0,45,RM,0.0,None,,0,1,OldTown,0,7,6,N,0,,CompShg,Gable,Normal,,WD,0,Pave,6,827.0,AllPub,0,1938,2000,2010
74,1027,606,0,,3,1Fam,TA,No,780.0,0.0,BLQ,Unf,0.0,0.0,TA,247.0,Y,Artery,Norm,SBrkr,126,Gd,TA,VinylSd,VinylSd,,Gd,1,BrkTil,1,Typ,240.0,1.0,TA,Unf,TA,Detchd,1948.0,1633,0,GasA,Ex,1.5Fin,1535,1,Gd,Lvl,Gtl,11851,Inside,69.0,Reg,0,50,RM,0.0,None,,0,6,OldTown,100,7,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,1027.0,AllPub,0,1948,2009,2010
75,1060,185,0,,3,1Fam,TA,No,176.0,0.0,Rec,Unf,0.0,0.0,TA,832.0,Y,Artery,Norm,SBrkr,334,TA,TA,MetalSd,MetalSd,,,0,BrkTil,1,Typ,315.0,1.0,TA,Unf,TA,Detchd,1962.0,1245,0,GasA,TA,1.5Fin,1536,1,TA,Lvl,Gtl,8239,Inside,,Reg,0,50,RM,0.0,None,,0,3,OldTown,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1008.0,AllPub,0,1920,1962,2010
76,832,0,0,,2,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,678.0,N,Norm,Norm,SBrkr,0,Fa,TA,AsbShng,AsbShng,,Gd,1,BrkTil,1,Typ,780.0,2.0,Fa,Unf,Fa,Detchd,1928.0,832,0,GasA,TA,1Story,1537,1,TA,Lvl,Gtl,9656,Inside,68.0,Reg,0,30,RM,0.0,None,,0,6,OldTown,0,2,2,N,0,,CompShg,Gable,Abnorml,,WD,0,Pave,5,678.0,AllPub,0,1923,1970,2010
77,930,636,0,Grvl,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,930.0,N,Norm,Norm,SBrkr,246,Gd,Gd,Wd Sdng,Wd Sdng,,,0,BrkTil,2,Typ,288.0,1.0,TA,Unf,TA,Detchd,1930.0,1566,0,GasW,TA,2Story,1538,1,Gd,Lvl,Gtl,9600,Corner,60.0,Reg,0,70,RM,0.0,None,,0,4,OldTown,228,9,8,Y,0,,CompShg,Gable,Abnorml,,WD,0,Pave,7,930.0,AllPub,54,1900,2003,2010
78,1157,1111,0,Grvl,3,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,346.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,,,0,Stone,3,Typ,624.0,2.0,TA,Unf,TA,Detchd,2003.0,2268,0,GasA,Ex,2Story,1539,1,Gd,Lvl,Gtl,9000,Inside,50.0,Reg,0,70,RM,0.0,None,,0,4,OldTown,108,9,8,N,0,,CompShg,Gable,Normal,,WD,0,Pave,7,346.0,AllPub,0,1890,2002,2010
79,1128,1128,0,,4,2fmCon,TA,Mn,0.0,0.0,Unf,Unf,0.0,0.0,TA,840.0,N,Norm,Norm,FuseF,18,Fa,TA,MetalSd,MetalSd,,,0,BrkTil,2,Typ,0.0,0.0,,,,,,2256,0,Grav,Fa,2Story,1540,2,Fa,Lvl,Gtl,9045,Inside,100.0,Reg,0,190,RM,0.0,None,,0,6,OldTown,18,3,5,N,0,,CompShg,Gable,Abnorml,,WD,0,Pave,12,840.0,AllPub,0,1910,1950,2010
80,868,602,0,,2,1Fam,TA,No,283.0,0.0,Rec,Unf,0.0,0.0,Fa,455.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Min1,624.0,2.0,TA,Unf,TA,Detchd,1970.0,1470,1,GasA,Ex,2Story,1541,1,TA,Lvl,Gtl,10560,Inside,60.0,Reg,0,70,RM,0.0,None,,0,6,OldTown,0,7,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,738.0,AllPub,0,1922,1994,2010
81,1030,582,0,,3,1Fam,TA,No,788.0,0.0,Rec,Unf,0.0,0.0,TA,200.0,Y,Feedr,Feedr,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,,0,CBlock,1,Typ,363.0,1.0,TA,Unf,TA,Detchd,1950.0,1612,1,GasA,Ex,1.5Fin,1542,1,TA,Lvl,Gtl,5830,Corner,53.0,Reg,0,50,RM,0.0,None,,0,3,BrkSide,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,988.0,AllPub,0,1950,1997,2010
82,1160,908,0,,3,1Fam,TA,No,474.0,0.0,BLQ,Unf,0.0,0.0,Gd,634.0,N,Norm,Norm,FuseA,60,TA,TA,Wd Sdng,Wd Sdng,,Gd,1,BrkTil,1,Typ,315.0,1.0,TA,Unf,TA,Detchd,1928.0,2068,1,GasA,TA,2.5Unf,1543,1,Gd,Bnk,Gtl,7793,Corner,,IR1,0,75,RL,0.0,None,,0,5,BrkSide,0,7,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,8,1108.0,AllPub,0,1922,2005,2010
83,765,0,0,,2,1Fam,TA,No,188.0,0.0,Rec,Unf,1.0,0.0,TA,577.0,N,Feedr,Norm,FuseF,41,TA,TA,MetalSd,MetalSd,MnPrv,,0,BrkTil,1,Typ,200.0,1.0,TA,Unf,Fa,Detchd,1926.0,765,0,GasA,TA,1Story,1544,1,Gd,Lvl,Gtl,5000,Inside,50.0,Reg,0,30,RM,0.0,None,,0,4,BrkSide,0,7,4,P,0,,CompShg,Gable,Normal,,WD,0,Pave,4,765.0,AllPub,135,1925,1950,2010
84,608,524,0,,2,1Fam,Gd,No,452.0,12.0,BLQ,LwQ,1.0,0.0,TA,144.0,Y,Norm,Norm,SBrkr,128,TA,TA,MetalSd,MetalSd,MnPrv,,0,BrkTil,1,Typ,240.0,1.0,TA,Unf,TA,Detchd,1939.0,1132,0,GasA,TA,1.5Fin,1545,1,TA,Lvl,Gtl,6000,Inside,50.0,Reg,0,50,RM,0.0,None,,0,4,BrkSide,0,7,6,Y,0,,CompShg,Gable,Abnorml,,WD,0,Pave,5,608.0,AllPub,0,1939,1950,2010
85,848,348,0,,3,1Fam,TA,No,264.0,0.0,LwQ,Unf,0.0,1.0,TA,308.0,Y,Norm,Norm,FuseA,0,Gd,TA,MetalSd,MetalSd,,Gd,2,CBlock,1,Typ,576.0,2.0,TA,Unf,TA,Detchd,1973.0,1196,1,GasA,Ex,1.5Fin,1546,1,TA,Lvl,Gtl,6000,Inside,50.0,Reg,0,50,RM,0.0,None,,0,3,BrkSide,0,6,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,572.0,AllPub,0,1940,1950,2010
86,955,498,0,,3,1Fam,TA,No,360.0,159.0,Rec,LwQ,0.0,0.0,TA,316.0,Y,Feedr,Norm,FuseA,35,TA,TA,MetalSd,MetalSd,,Fa,2,CBlock,1,Min2,240.0,1.0,TA,Unf,TA,Detchd,1942.0,1453,1,GasA,TA,1.5Fin,1547,1,Gd,Lvl,Gtl,6360,Corner,53.0,Reg,0,50,RM,300.0,Stone,,0,3,BrkSide,0,6,5,Y,0,,CompShg,Gable,Normal,,WD,148,Pave,7,835.0,AllPub,0,1942,1950,2010
87,780,636,0,,3,1Fam,TA,No,300.0,0.0,Rec,Unf,0.0,0.0,TA,480.0,Y,Norm,Norm,SBrkr,48,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,312.0,1.0,TA,Unf,TA,Detchd,1948.0,1416,1,GasA,TA,1.5Fin,1548,1,TA,Lvl,Gtl,6000,Inside,50.0,Reg,0,50,RM,0.0,None,,0,3,BrkSide,0,7,6,P,0,,CompShg,Gable,Normal,,WD,0,Pave,6,780.0,AllPub,221,1948,1950,2010
88,548,492,0,,2,1Fam,Fa,No,276.0,0.0,Rec,Unf,0.0,0.0,TA,252.0,Y,Norm,Norm,SBrkr,32,TA,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,624.0,2.0,TA,Fin,TA,Detchd,1979.0,1040,0,GasA,Gd,1.5Fin,1549,1,TA,Lvl,Gtl,6240,Inside,52.0,Reg,0,50,RM,0.0,None,,0,5,BrkSide,0,7,5,P,0,,CompShg,Gable,Normal,,WD,0,Pave,5,528.0,AllPub,306,1936,1980,2010
89,928,608,0,,4,1Fam,TA,No,448.0,0.0,LwQ,Unf,0.0,0.0,TA,480.0,Y,Norm,Norm,FuseF,0,TA,TA,MetalSd,MetalSd,MnPrv,Gd,1,BrkTil,2,Typ,480.0,2.0,TA,Unf,TA,Detchd,1930.0,1536,0,GasA,TA,1.5Fin,1550,1,TA,Lvl,Gtl,6240,Inside,52.0,Reg,0,50,RM,0.0,None,,0,3,BrkSide,10,5,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,928.0,AllPub,0,1930,1950,2010
90,1068,0,0,,2,1Fam,Fa,No,960.0,0.0,ALQ,Unf,1.0,0.0,Fa,164.0,Y,Artery,Norm,SBrkr,128,TA,TA,Wd Sdng,Wd Sdng,,Gd,1,BrkTil,1,Typ,288.0,1.0,TA,Unf,TA,Detchd,1923.0,1068,0,GasA,TA,1Story,1551,1,TA,Lvl,Gtl,6120,Inside,51.0,Reg,0,30,RM,0.0,None,,0,3,OldTown,0,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,1124.0,AllPub,0,1923,1950,2010
91,888,1074,0,Grvl,4,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,888.0,Y,Norm,Norm,SBrkr,364,Fa,TA,MetalSd,MetalSd,GdPrv,TA,1,CBlock,1,Typ,572.0,2.0,TA,Unf,TA,Detchd,1915.0,1962,1,GasA,Ex,1.5Fin,1552,1,TA,Lvl,Gtl,8094,Inside,57.0,Reg,0,50,RM,0.0,None,,0,6,OldTown,0,5,4,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,9,888.0,AllPub,160,1915,1950,2010
92,780,780,0,Grvl,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,780.0,Y,Norm,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,,,0,PConc,1,Typ,0.0,0.0,,,,,,1560,1,GasA,Ex,2Story,1553,1,Gd,Lvl,Gtl,12900,Inside,60.0,Reg,0,70,RM,0.0,None,,0,5,OldTown,0,8,6,N,0,,CompShg,Gable,Normal,,WD,168,Pave,7,780.0,AllPub,344,1912,2009,2010
93,662,662,0,Grvl,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,1.0,TA,662.0,Y,Norm,Norm,SBrkr,112,Gd,TA,VinylSd,VinylSd,GdPrv,,0,BrkTil,1,Typ,180.0,1.0,TA,Unf,TA,Detchd,1920.0,1324,0,GasA,Ex,2Story,1554,1,TA,Lvl,Gtl,3068,Inside,52.0,Reg,0,70,RM,0.0,None,,0,2,OldTown,0,8,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,662.0,AllPub,0,1920,1993,2010
94,1675,0,0,,3,1Fam,TA,No,766.0,0.0,Rec,Unf,0.0,0.0,Gd,656.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,Gd,2,CBlock,2,Typ,365.0,1.0,TA,Unf,TA,Attchd,1959.0,1675,0,GasA,Gd,1Story,1555,1,TA,Lvl,Gtl,15263,Inside,100.0,IR1,0,20,RL,90.0,BrkFace,,0,5,ClearCr,132,5,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,8,1422.0,AllPub,0,1959,1959,2010
95,725,499,0,,3,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,689.0,N,Norm,Norm,SBrkr,248,TA,TA,Wd Sdng,Wd Sdng,,,0,BrkTil,1,Mod,180.0,1.0,Fa,Unf,Fa,Detchd,1917.0,1224,1,GasA,Gd,1.5Fin,1556,1,,Lvl,Gtl,10632,Inside,72.0,IR1,0,50,RL,0.0,None,,0,1,ClearCr,0,3,5,N,0,,CompShg,Gable,Normal,,COD,0,Pave,6,689.0,AllPub,0,1917,1950,2010
